Player;Tm;Opp;Res;MP;FG;FGA;FG%;3P;3PA;3P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;GmSc;Data
Toumani Camara;POR;LAC;L;15.85;2;5;0.4;2;2;1.0;1;2;0.5;0;2;2;1;0;1;0;2;7;5.1;25/10/2023
Ziaire Williams;MEM;NOP;L;29.27;4;7;0.571;1;3;0.333;0;0;0.0;0;4;4;0;0;0;1;2;9;5.1;25/10/2023
Charles Bassey;SAS;DAL;L;13.05;1;1;1.0;0;0;0.0;0;0;0.0;1;4;5;2;1;0;1;0;2;5.0;25/10/2023
Jaren Jackson;MEM;NOP;L;35.72;2;9;0.222;0;5;0.0;4;4;1.0;1;4;5;3;0;5;3;5;8;5.0;25/10/2023
Malaki Branham;SAS;DAL;L;17.75;3;7;0.429;0;3;0.0;1;1;1.0;0;2;2;2;1;0;1;1;7;4.9;25/10/2023
Onyeka Okongwu;ATL;CHO;L;19.33;3;5;0.6;0;0;0.0;1;1;1.0;1;3;4;2;0;0;1;5;7;4.7;25/10/2023
Matisse Thybulle;POR;LAC;L;20.08;3;7;0.429;2;6;0.333;0;0;0.0;1;0;1;1;1;0;2;0;8;4.7;25/10/2023
Scoot Henderson;POR;LAC;L;35.83;5;11;0.455;0;3;0.0;1;1;1.0;1;2;3;4;0;0;4;2;11;4.6;25/10/2023
Derrick Rose;MEM;NOP;L;15.88;3;11;0.273;2;4;0.5;0;0;0.0;1;1;2;3;0;0;0;0;8;4.6;25/10/2023
Precious Achiuwa;TOR;MIN;W;24.28;4;9;0.444;0;1;0.0;0;0;0.0;3;5;8;0;0;0;2;1;8;4.5;25/10/2023
Zach LaVine;CHI;OKC;L;24.72;4;16;0.25;2;9;0.222;6;6;1.0;0;4;4;3;0;0;4;3;16;4.5;25/10/2023
Dyson Daniels;NOP;MEM;W;18.88;3;6;0.5;0;1;0.0;0;0;0.0;2;3;5;0;2;1;2;4;6;4.4;25/10/2023
Reggie Bullock;HOU;ORL;L;11.23;1;1;1.0;1;1;1.0;0;0;0.0;0;1;1;0;1;1;0;1;3;4.3;25/10/2023
De'Andre Hunter;ATL;CHO;L;30.98;4;9;0.444;1;4;0.25;0;1;0.0;2;2;4;1;0;0;0;6;9;4.2;25/10/2023
Norman Powell;LAC;POR;W;22.9;2;6;0.333;2;5;0.4;2;2;1.0;0;3;3;1;0;0;2;0;8;4.2;25/10/2023
Spencer Dinwiddie;BRK;CLE;L;23.95;1;3;0.333;1;3;0.333;2;2;1.0;0;1;1;3;0;0;1;2;5;3.9;25/10/2023
Kris Dunn;UTA;SAC;L;15.73;3;6;0.5;0;1;0.0;2;4;0.5;0;1;1;2;2;0;4;0;8;3.9;25/10/2023
Alec Burks;DET;MIA;L;24.95;2;8;0.25;2;5;0.4;1;2;0.5;0;5;5;0;0;1;0;1;7;3.6;25/10/2023
Kevin Huerter;SAC;UTA;W;23.57;3;9;0.333;1;5;0.2;0;0;0.0;2;3;5;2;0;0;1;3;7;3.4;25/10/2023
Eugene Omoruyi;WAS;IND;L;7.77;2;3;0.667;0;0;0.0;0;0;0.0;1;1;2;1;0;0;1;0;4;3.4;25/10/2023
Nicolas Batum;LAC;POR;W;9.13;0;0;0.0;0;0;0.0;0;0;0.0;0;3;3;1;1;1;0;0;0;3.3;25/10/2023
Bilal Coulibaly;WAS;IND;L;23.13;1;3;0.333;1;1;1.0;0;0;0.0;0;4;4;3;0;3;3;1;3;3.3;25/10/2023
Royce O'Neale;BRK;CLE;L;22.8;2;6;0.333;1;4;0.25;0;0;0.0;0;7;7;2;0;0;1;2;5;3.3;25/10/2023
Olivier Sarr;OKC;CHI;W;10.5;1;1;1.0;0;0;0.0;2;2;1.0;1;3;4;0;0;0;1;3;4;3.1;25/10/2023
Moussa Diabaté;LAC;POR;W;4.03;1;3;0.333;0;0;0.0;0;0;0.0;1;0;1;0;2;0;0;0;2;3.0;25/10/2023
Jordan Nwora;IND;WAS;W;5.68;2;7;0.286;1;2;0.5;0;0;0.0;1;0;1;1;0;1;0;0;5;3.0;25/10/2023
Jabari Walker;POR;LAC;L;6.35;2;3;0.667;0;0;0.0;2;3;0.667;1;0;1;0;0;0;2;0;6;3.0;25/10/2023
Isaiah Jackson;IND;WAS;W;11.25;2;4;0.5;0;0;0.0;0;0;0.0;1;3;4;0;0;0;0;2;4;2.8;25/10/2023
Th�o Maledon;CHO;ATL;W;16.3;2;5;0.4;0;2;0.0;0;0;0.0;0;3;3;4;0;0;1;3;4;2.8;25/10/2023
Gary Trent;TOR;MIN;W;26.7;2;8;0.25;1;4;0.25;0;0;0.0;0;2;2;2;1;1;0;3;5;2.7;25/10/2023
Jeenathan Williams;HOU;ORL;L;4.8;2;3;0.667;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;0;4;2.7;25/10/2023
Jeff Green;HOU;ORL;L;13.87;2;4;0.5;0;1;0.0;0;1;0.0;3;0;3;1;0;0;1;2;4;2.6;25/10/2023
Jordan Hawkins;NOP;MEM;W;9.22;1;2;0.5;1;2;0.5;0;0;0.0;0;0;0;2;0;0;0;2;3;2.6;25/10/2023
Shake Milton;MIN;TOR;L;21.27;1;5;0.2;1;4;0.25;1;2;0.5;0;3;3;4;2;0;2;4;4;2.6;25/10/2023
JT Thor;CHO;ATL;W;20.12;2;7;0.286;1;3;0.333;0;0;0.0;1;1;2;1;0;0;0;0;5;2.6;25/10/2023
Simone Fontecchio;UTA;SAC;L;2.42;1;2;0.5;0;1;0.0;0;0;0.0;1;0;1;1;0;0;0;0;2;2.4;25/10/2023
Kyle Lowry;MIA;DET;W;31.87;0;1;0.0;0;0;0.0;0;0;0.0;0;2;2;2;2;1;0;4;0;2.4;25/10/2023
Larry Nance;NOP;MEM;W;14.92;1;2;0.5;0;0;0.0;0;0;0.0;1;7;8;0;1;0;2;1;2;2.4;25/10/2023
Jevon Carter;CHI;OKC;L;15.93;1;4;0.25;1;4;0.25;0;0;0.0;0;1;1;2;0;0;0;0;3;2.3;25/10/2023
Caleb Houstan;ORL;HOU;W;4.8;1;2;0.5;1;2;0.5;0;0;0.0;0;1;1;0;0;0;0;0;3;2.3;25/10/2023
Payton Pritchard;BOS;NYK;W;11.03;1;4;0.25;0;3;0.0;2;2;1.0;0;1;1;1;0;0;0;1;4;2.2;25/10/2023
Luke Kornet;BOS;NYK;W;7.98;0;1;0.0;0;0;0.0;0;0;0.0;1;0;1;2;0;1;0;0;0;2.1;25/10/2023
Jared Butler;WAS;IND;L;3.38;1;2;0.5;1;1;1.0;0;0;0.0;0;0;0;0;0;0;0;0;3;2.0;25/10/2023
Amir Coffey;LAC;POR;W;3.93;0;1;0.0;0;0;0.0;2;2;1.0;0;0;0;1;0;0;0;0;2;2.0;25/10/2023
Jock Landale;HOU;ORL;L;8.62;1;2;0.5;1;2;0.5;0;0;0.0;0;0;0;2;0;0;1;1;3;2.0;25/10/2023
Dante Exum;DAL;SAS;W;7.58;1;2;0.5;0;1;0.0;1;1;1.0;0;1;1;0;0;0;0;1;3;1.9;25/10/2023
Mitchell Robinson;NYK;BOS;L;22.08;1;4;0.25;0;0;0.0;0;2;0.0;3;3;6;1;2;0;1;4;2;1.9;25/10/2023
Ochai Agbaji;UTA;SAC;L;19.45;2;6;0.333;1;2;0.5;0;0;0.0;0;3;3;0;0;0;0;2;5;1.7;25/10/2023
Jabari Smith;HOU;ORL;L;26.17;3;9;0.333;0;4;0.0;1;2;0.5;1;4;5;1;1;0;1;6;7;1.7;25/10/2023
Damian Jones;CLE;BRK;W;11.07;2;2;1.0;0;0;0.0;0;0;0.0;0;0;0;2;0;0;2;3;4;1.6;25/10/2023
Jalen Suggs;ORL;HOU;W;20.85;3;12;0.25;2;7;0.286;0;0;0.0;1;3;4;0;0;0;0;2;8;1.6;25/10/2023
Ty Jerome;CLE;BRK;W;5.5;1;1;1.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;1;2;1.3;25/10/2023
Day'Ron Sharpe;BRK;CLE;L;11.9;2;3;0.667;0;0;0.0;0;0;0.0;1;1;2;0;0;2;3;2;4;1.3;25/10/2023
Dru Smith;MIA;DET;W;8.67;1;2;0.5;0;1;0.0;0;0;0.0;0;0;0;1;0;0;0;1;2;1.3;25/10/2023
Jake LaRavia;MEM;NOP;L;14.63;1;3;0.333;0;2;0.0;0;0;0.0;0;2;2;1;1;0;0;4;2;1.0;25/10/2023
Luka Samanic;UTA;SAC;L;2.42;1;2;0.5;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;0;2;1.0;25/10/2023
Taylor Hendricks;UTA;SAC;L;2.42;0;0;0.0;0;0;0.0;1;2;0.5;0;1;1;0;0;0;0;0;1;0.9;25/10/2023
Luke Kennard;MEM;NOP;L;14.67;0;5;0.0;0;5;0.0;3;3;1.0;1;1;2;2;0;0;1;0;3;0.9;25/10/2023
Mike Muscala;WAS;IND;L;8.17;0;0;0.0;0;0;0.0;0;0;0.0;0;3;3;0;0;0;0;0;0;0.9;25/10/2023
Jalen McDaniels;TOR;MIN;W;16.13;0;3;0.0;0;3;0.0;0;0;0.0;0;2;2;2;1;1;0;2;0;0.8;25/10/2023
Tre Mann;OKC;CHI;W;1.9;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;1;0;0;0;0;0;0.7;25/10/2023
Jalen Green;HOU;ORL;L;29.82;2;10;0.2;0;1;0.0;6;7;0.857;0;1;1;0;1;1;4;2;10;0.6;25/10/2023
Doug McDermott;SAS;DAL;L;10.93;0;1;0.0;0;1;0.0;0;0;0.0;0;1;1;1;0;1;0;1;0;0.6;25/10/2023
Jordan Miller;LAC;POR;W;3.93;1;2;0.5;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;1;2;0.6;25/10/2023
Joe Ingles;ORL;HOU;W;18.23;0;3;0.0;0;3;0.0;0;0;0.0;0;4;4;5;0;0;1;3;0;0.4;25/10/2023
Nickeil Alexander-Walker;MIN;TOR;L;22.63;1;5;0.2;0;3;0.0;0;0;0.0;0;4;4;2;1;0;1;3;2;0.3;25/10/2023
Troy Brown;MIN;TOR;L;5.25;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;0;0;0.3;25/10/2023
Colby Jones;SAC;UTA;W;1.27;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;0;0;0.3;25/10/2023
Kris Murray;POR;LAC;L;5.3;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;0;0;0.3;25/10/2023
Amen Thompson;HOU;ORL;L;21.33;3;10;0.3;1;7;0.143;1;2;0.5;1;4;5;2;0;0;4;2;8;0.3;25/10/2023
Omer Yurtseven;UTA;SAC;L;2.42;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;0;0;0.3;25/10/2023
AJ Griffin;ATL;CHO;L;9.6;1;2;0.5;0;1;0.0;0;0;0.0;0;2;2;0;0;0;1;1;2;0.2;25/10/2023
Chuma Okeke;ORL;HOU;W;4.8;0;1;0.0;0;1;0.0;0;0;0.0;0;3;3;0;0;0;0;0;0;0.2;25/10/2023
Malachi Flynn;TOR;MIN;W;9.55;1;3;0.333;1;1;1.0;0;0;0.0;0;0;0;2;1;0;2;4;3;0.1;25/10/2023
Caleb Martin;MIA;DET;W;19.5;1;7;0.143;0;3;0.0;0;0;0.0;1;2;3;1;1;0;0;1;2;0.1;25/10/2023
Seth Curry;DAL;SAS;W;3.77;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;25/10/2023
Keon Ellis;SAC;UTA;W;1.27;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;25/10/2023
Jett Howard;ORL;HOU;W;4.8;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;1;0;0;0;0;0;0.0;25/10/2023
Alex Len;SAC;UTA;W;2.42;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;25/10/2023
Julian Phillips;CHI;OKC;L;3.67;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;25/10/2023
Rayan Rupert;POR;LAC;L;1.83;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;25/10/2023
Nick Smith;CHO;ATL;W;0.72;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;25/10/2023
Aleksej Pokusevski;OKC;CHI;W;1.9;0;1;0.0;0;1;0.0;0;0;0.0;0;2;2;0;0;0;0;0;0;-0.1;25/10/2023
Dalen Terry;CHI;OKC;L;3.67;0;2;0.0;0;1;0.0;0;0;0.0;0;2;2;1;0;0;0;0;0;-0.1;25/10/2023
Aaron Wiggins;OKC;CHI;W;10.8;1;3;0.333;0;1;0.0;0;0;0.0;1;2;3;0;0;0;1;2;2;-0.2;25/10/2023
Gradey Dick;TOR;MIN;W;2.12;0;1;0.0;0;0;0.0;0;0;0.0;0;0;0;1;0;0;0;1;0;-0.4;25/10/2023
Jermaine Samuels;HOU;ORL;L;6.45;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;1;0;-0.4;25/10/2023
Brice Sensabaugh;UTA;SAC;L;2.42;0;2;0.0;0;0;0.0;0;0;0.0;1;1;2;0;0;0;0;0;0;-0.4;25/10/2023
Davion Mitchell;SAC;UTA;W;13.82;0;3;0.0;0;2;0.0;0;0;0.0;0;3;3;4;0;0;1;3;0;-0.6;25/10/2023
Collin Sexton;UTA;SAC;L;19.97;2;9;0.222;0;2;0.0;5;7;0.714;0;3;3;0;0;0;3;3;9;-0.6;25/10/2023
Patrick Baldwin;WAS;IND;L;3.38;0;1;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;-0.7;25/10/2023
Kessler Edwards;SAC;UTA;W;1.27;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;-0.7;25/10/2023
Jordan Ford;SAC;UTA;W;1.27;0;1;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;-0.7;25/10/2023
Ben Sheppard;IND;WAS;W;5.68;0;1;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;-0.7;25/10/2023
Lindy Waters;OKC;CHI;W;2.7;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;-0.7;25/10/2023
Donte DiVincenzo;NYK;BOS;L;15.42;0;4;0.0;0;3;0.0;0;0;0.0;0;3;3;2;0;0;0;1;0;-0.9;25/10/2023
Sam Hauser;BOS;NYK;W;13.77;0;4;0.0;0;4;0.0;0;0;0.0;0;2;2;0;1;1;0;1;0;-0.9;25/10/2023
Ryan Rollins;WAS;IND;L;6.0;0;3;0.0;0;0;0.0;1;2;0.5;0;3;3;1;0;0;1;0;1;-0.9;25/10/2023
Kenyon Martin;LAC;POR;W;13.58;0;4;0.0;0;2;0.0;0;0;0.0;1;0;1;1;1;0;0;2;0;-1.2;25/10/2023
Georges Niang;CLE;BRK;W;19.75;0;3;0.0;0;3;0.0;0;0;0.0;2;2;4;0;0;0;0;3;0;-1.3;25/10/2023
Jarace Walker;IND;WAS;W;5.68;0;5;0.0;0;1;0.0;0;0;0.0;1;3;4;0;1;0;0;1;0;-1.3;25/10/2023
Moritz Wagner;ORL;HOU;W;15.35;0;1;0.0;0;1;0.0;2;2;1.0;0;4;4;0;0;1;3;4;2;-1.4;25/10/2023
Kobe Brown;LAC;POR;W;5.3;0;2;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;1;0;-1.8;25/10/2023
Aaron Holiday;HOU;ORL;L;4.8;0;3;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;-2.1;25/10/2023
Joe Harris;DET;MIA;L;11.77;0;2;0.0;0;2;0.0;0;0;0.0;0;0;0;0;0;0;0;2;0;-2.2;25/10/2023
Derrick Jones;DAL;SAS;W;11.5;0;3;0.0;0;2;0.0;1;2;0.5;0;1;1;0;0;0;1;0;1;-2.2;25/10/2023
Jaden Ivey;DET;MIA;L;17.13;1;7;0.143;0;2;0.0;2;3;0.667;0;2;2;3;0;0;3;3;4;-2.4;25/10/2023
Kira Lewis;NOP;MEM;W;10.82;0;3;0.0;0;2;0.0;0;0;0.0;0;0;0;0;0;1;1;1;0;-2.8;25/10/2023
Cam Whitmore;HOU;ORL;L;9.65;0;4;0.0;0;2;0.0;0;0;0.0;0;1;1;0;0;0;1;0;0;-3.5;25/10/2023
Damian Lillard;MIL;PHI;W;37.22;9;20;0.45;4;12;0.333;17;17;1.0;0;8;8;4;0;0;0;2;39;33.0;26/10/2023
Anthony Davis;LAL;PHO;W;39.25;10;17;0.588;1;2;0.5;9;10;0.9;3;9;12;2;3;3;2;2;30;30.2;26/10/2023
Tyrese Maxey;PHI;MIL;L;40.22;10;22;0.455;3;8;0.375;8;10;0.8;0;4;4;8;2;0;0;3;31;26.4;26/10/2023
Kevin Durant;PHO;LAL;L;39.38;14;28;0.5;1;5;0.2;10;13;0.769;0;11;11;2;1;1;8;2;39;21.4;26/10/2023
Kelly Oubre;PHI;MIL;L;32.47;9;11;0.818;5;6;0.833;4;4;1.0;1;3;4;0;1;0;3;4;27;20.9;26/10/2023
LeBron James;LAL;PHO;W;35.0;7;14;0.5;1;5;0.2;6;8;0.75;1;7;8;9;2;2;5;1;21;20.3;26/10/2023
Tobias Harris;PHI;MIL;L;37.05;8;9;0.889;3;3;1.0;1;2;0.5;0;7;7;2;0;0;2;2;20;17.2;26/10/2023
Josh Okogie;PHO;LAL;L;32.5;3;5;0.6;2;4;0.5;2;2;1.0;4;4;8;3;0;1;1;2;10;12.7;26/10/2023
Giannis Antetokounmpo;MIL;PHI;W;35.12;10;21;0.476;0;3;0.0;3;9;0.333;4;8;12;3;2;2;7;4;23;12.0;26/10/2023
Jae Crowder;MIL;PHI;W;26.77;3;4;0.75;1;1;1.0;2;2;1.0;0;4;4;2;2;0;1;3;9;9.8;26/10/2023
Joel Embiid;PHI;MIL;L;36.43;9;21;0.429;3;7;0.429;3;8;0.375;0;7;7;6;0;1;7;5;24;8.9;26/10/2023
Gabe Vincent;LAL;PHO;W;35.02;3;10;0.3;0;5;0.0;1;2;0.5;1;2;3;6;3;0;0;1;7;8.9;26/10/2023
D'Angelo Russell;LAL;PHO;W;33.08;6;16;0.375;1;7;0.143;1;1;1.0;0;4;4;5;2;1;3;2;14;8.8;26/10/2023
Jordan Goodwin;PHO;LAL;L;29.97;6;15;0.4;1;5;0.2;1;3;0.333;0;6;6;2;2;0;1;2;14;8.5;26/10/2023
Bobby Portis;MIL;PHI;W;19.07;5;8;0.625;0;0;0.0;0;4;0.0;2;4;6;2;0;1;0;3;10;8.3;26/10/2023
De'Anthony Melton;PHI;MIL;L;24.88;3;10;0.3;2;6;0.333;2;2;1.0;1;1;2;4;2;0;1;2;10;8.2;26/10/2023
Brook Lopez;MIL;PHI;W;28.93;5;7;0.714;3;4;0.75;0;0;0.0;1;1;2;0;0;0;2;4;13;7.5;26/10/2023
Khris Middleton;MIL;PHI;W;16.2;2;5;0.4;1;3;0.333;1;2;0.5;0;3;3;4;2;0;2;0;6;6.6;26/10/2023
Grayson Allen;PHO;LAL;L;34.7;2;6;0.333;2;4;0.5;0;0;0.0;1;5;6;4;0;0;0;3;6;6.4;26/10/2023
Pat Connaughton;MIL;PHI;W;20.35;2;6;0.333;1;4;0.25;2;2;1.0;0;2;2;2;0;1;0;0;7;6.3;26/10/2023
Austin Reaves;LAL;PHO;W;27.9;4;7;0.571;1;2;0.5;1;2;0.5;1;1;2;1;1;0;1;5;10;6.0;26/10/2023
Malik Beasley;MIL;PHI;W;31.05;2;4;0.5;1;1;1.0;0;0;0.0;0;4;4;3;2;0;2;1;5;5.9;26/10/2023
Rui Hachimura;LAL;PHO;W;12.48;2;3;0.667;1;2;0.5;2;2;1.0;0;0;0;0;1;1;1;2;7;5.6;26/10/2023
Christian Wood;LAL;PHO;W;21.4;2;7;0.286;0;2;0.0;3;4;0.75;2;8;10;1;0;0;1;2;7;5.2;26/10/2023
Eric Gordon;PHO;LAL;L;30.28;6;16;0.375;2;8;0.25;1;1;1.0;1;1;2;0;0;0;2;2;15;4.4;26/10/2023
Jusuf Nurkic;PHO;LAL;L;28.03;1;5;0.2;0;2;0.0;2;2;1.0;3;6;9;3;3;0;4;5;4;3.9;26/10/2023
Patrick Beverley;PHI;MIL;L;13.55;1;1;1.0;0;0;0.0;0;0;0.0;0;2;2;2;0;0;0;2;2;2.9;26/10/2023
MarJon Beauchamp;MIL;PHI;W;16.37;2;3;0.667;0;1;0.0;0;0;0.0;1;1;2;0;0;0;0;3;4;2.5;26/10/2023
Nassir Little;PHO;LAL;L;13.18;0;2;0.0;0;2;0.0;2;2;1.0;0;2;2;0;1;1;1;0;2;1.9;26/10/2023
Paul Reed;PHI;MIL;L;11.57;1;2;0.5;0;1;0.0;1;2;0.5;1;3;4;2;0;1;2;4;3;1.7;26/10/2023
Danny Green;PHI;MIL;L;13.68;0;1;0.0;0;1;0.0;0;0;0.0;0;2;2;1;1;0;0;0;0;1.6;26/10/2023
P.J. Tucker;PHI;MIL;L;25.58;0;2;0.0;0;2;0.0;0;0;0.0;1;6;7;0;2;0;0;5;0;1.1;26/10/2023
Drew Eubanks;PHO;LAL;L;17.12;1;2;0.5;0;0;0.0;0;0;0.0;1;3;4;2;0;0;2;3;2;0.8;26/10/2023
Yuta Watanabe;PHO;LAL;L;14.83;1;2;0.5;1;1;1.0;0;0;0.0;0;1;1;0;0;0;1;2;3;0.5;26/10/2023
Jaden Springer;PHI;MIL;L;4.57;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;2;0;1;0;0.3;26/10/2023
Cameron Payne;MIL;PHI;W;8.93;1;3;0.333;0;1;0.0;0;0;0.0;0;0;0;0;1;0;0;3;2;0.1;26/10/2023
Cam Reddish;LAL;PHO;W;11.75;2;5;0.4;0;3;0.0;0;0;0.0;0;1;1;0;0;0;1;2;4;-0.2;26/10/2023
Jaxson Hayes;LAL;PHO;W;5.95;0;0;0.0;0;0;0.0;0;0;0.0;0;2;2;0;1;0;2;3;0;-1.6;26/10/2023
Taurean Prince;LAL;PHO;W;18.17;0;5;0.0;0;1;0.0;0;0;0.0;0;0;0;0;1;0;0;3;0;-3.7;26/10/2023
Luka Doncic;DAL;BRK;W;36.03;16;25;0.64;9;14;0.643;8;10;0.8;1;9;10;7;0;0;0;1;49;45.0;27/10/2023
Stephen Curry;GSW;SAC;W;34.83;14;19;0.737;7;10;0.7;6;6;1.0;1;3;4;4;2;0;4;0;41;35.7;27/10/2023
Donovan Mitchell;CLE;OKC;L;42.15;15;27;0.556;4;11;0.364;9;11;0.818;1;7;8;5;3;2;5;1;43;34.6;27/10/2023
Shai Gilgeous-Alexander;OKC;CLE;W;35.95;15;26;0.577;2;2;1.0;2;2;1.0;1;10;11;4;5;1;5;2;34;28.2;27/10/2023
Paul George;LAC;UTA;L;37.73;9;17;0.529;3;9;0.333;15;15;1.0;1;3;4;1;0;0;2;1;36;27.6;27/10/2023
Lauri Markkanen;UTA;LAC;W;34.95;12;23;0.522;5;13;0.385;6;6;1.0;5;7;12;3;0;0;3;2;35;27.6;27/10/2023
De'Aaron Fox;SAC;GSW;L;39.15;14;28;0.5;5;9;0.556;6;7;0.857;0;4;4;4;2;0;2;3;39;27.4;27/10/2023
Derrick White;BOS;MIA;W;36.43;9;15;0.6;5;7;0.714;5;6;0.833;3;3;6;3;1;3;2;1;28;26.5;27/10/2023
DeMar DeRozan;CHI;TOR;W;41.35;11;22;0.5;1;3;0.333;10;14;0.714;1;3;4;3;4;1;2;2;33;26.0;27/10/2023
Cam Thomas;BRK;DAL;L;33.17;12;19;0.632;1;4;0.25;5;5;1.0;0;7;7;2;1;1;0;2;30;25.9;27/10/2023
Domantas Sabonis;SAC;GSW;L;35.82;7;15;0.467;0;2;0.0;5;6;0.833;4;14;18;7;3;0;1;1;19;24.4;27/10/2023
Jalen Brunson;NYK;ATL;W;32.7;11;21;0.524;8;12;0.667;1;2;0.5;0;3;3;5;0;0;1;1;31;23.3;27/10/2023
De'Andre Hunter;ATL;NYK;L;32.25;8;13;0.615;3;7;0.429;8;8;1.0;0;6;6;1;0;1;0;3;27;23.1;27/10/2023
Alec Burks;DET;CHO;W;30.75;5;10;0.5;3;7;0.429;11;12;0.917;0;4;4;2;1;1;0;1;24;22.5;27/10/2023
Luguentz Dort;OKC;CLE;W;38.82;9;13;0.692;3;4;0.75;4;6;0.667;3;3;6;2;1;1;1;5;25;21.8;27/10/2023
Tyler Herro;MIA;BOS;L;40.3;10;20;0.5;5;12;0.417;3;3;1.0;1;5;6;6;1;0;3;2;28;21.6;27/10/2023
RJ Barrett;NYK;ATL;W;33.9;9;15;0.6;3;5;0.6;5;6;0.833;1;2;3;6;1;0;3;2;26;21.4;27/10/2023
Alperen Sengun;HOU;SAS;L;40.77;11;18;0.611;1;3;0.333;2;6;0.333;6;8;14;7;2;1;6;6;25;21.0;27/10/2023
Kawhi Leonard;LAC;UTA;L;36.75;10;22;0.455;4;10;0.4;1;3;0.333;3;6;9;5;2;0;1;1;25;20.8;27/10/2023
Chet Holmgren;OKC;CLE;W;30.83;5;9;0.556;3;4;0.75;3;4;0.75;1;12;13;2;1;7;1;3;16;20.7;27/10/2023
Jaren Jackson;MEM;DEN;L;28.45;9;13;0.692;2;2;1.0;1;2;0.5;2;7;9;2;0;3;0;5;21;20.1;27/10/2023
Marcus Smart;MEM;DEN;L;30.83;7;13;0.538;3;7;0.429;3;3;1.0;1;1;2;5;5;0;2;3;20;20.0;27/10/2023
Fred VanVleet;HOU;SAS;L;44.53;10;20;0.5;2;10;0.2;2;3;0.667;0;8;8;12;0;0;3;5;24;19.4;27/10/2023
Moritz Wagner;ORL;POR;W;21.92;8;8;1.0;1;1;1.0;0;1;0.0;4;5;9;1;1;1;1;2;17;19.1;27/10/2023
Devin Vassell;SAS;HOU;W;39.65;7;13;0.538;3;7;0.429;8;11;0.727;0;3;3;2;0;0;1;0;25;18.8;27/10/2023
Jrue Holiday;BOS;MIA;W;36.45;7;13;0.538;1;4;0.25;2;2;1.0;2;8;10;7;0;1;1;2;17;18.3;27/10/2023
Scottie Barnes;TOR;CHI;L;38.58;9;14;0.643;1;2;0.5;3;4;0.75;1;9;10;10;0;2;7;5;22;18.2;27/10/2023
Bam Adebayo;MIA;BOS;L;35.02;10;23;0.435;0;0;0.0;7;9;0.778;3;4;7;2;1;2;3;1;27;17.8;27/10/2023
LaMelo Ball;CHO;DET;L;33.07;4;17;0.235;2;7;0.286;10;12;0.833;3;6;9;9;2;1;4;1;20;17.4;27/10/2023
Julius Randle;NYK;ATL;W;34.25;4;10;0.4;3;7;0.429;6;8;0.75;2;10;12;9;0;0;3;3;17;17.3;27/10/2023
Jalen Duren;DET;CHO;W;34.85;7;8;0.875;0;0;0.0;0;0;0.0;6;11;17;3;1;2;5;3;14;17.0;27/10/2023
Nikola Jokic;DEN;MEM;W;34.97;8;14;0.571;1;4;0.25;5;6;0.833;3;9;12;7;1;1;9;1;22;17.0;27/10/2023
Spencer Dinwiddie;BRK;DAL;L;39.72;8;17;0.471;6;12;0.5;1;2;0.5;0;3;3;8;0;0;2;4;23;16.8;27/10/2023
Ben Simmons;BRK;DAL;L;32.47;5;8;0.625;0;0;0.0;0;0;0.0;4;6;10;8;2;2;2;3;10;16.8;27/10/2023
Alex Caruso;CHI;TOR;W;31.65;5;9;0.556;2;5;0.4;1;2;0.5;6;7;13;2;2;1;0;5;13;16.7;27/10/2023
